SEPARATOR:;s1067;Movie;Boy and the World;Alê Abreu;"Vinícius Garcia, Felipe Zilse, Alê Abreu, Lu Horta, Marco Aurélio Campos, Cassius Romero, Alfredo Rollo";Brazil;"October 1, 2017";2013;PG;80 min;Children & Family Movies;"Young Cuca leaves his idyllic village on a grand adventure to find his father, who has traveled to the city seeking work."
SEPARATOR:;s1107;Movie;Bring It On: Worldwide Showdown;Robert Adetuyi;"Cristine Prosperi, Jordan Rodrigues, Gia Re, Sophie Vavasseur, Sven Ruygrok, Stephan Lee Benson, Natalie Walsh, Vivica A. Fox";United States;"August 29, 2017";2017;PG-13;95 min;Comedies;"When cheerleading champs the Rebels are challenged by an edgy new squad, they take on teams from all over the world in a virtual cheer battle."
SEPARATOR:;s1472;TV Show;COMEDIANS of the world;;_Neal Brennan, Chris D`Elia, Nicole Byer, Nick Swardson, DeAnne Smith, Ivan Decker, Dave Merheje, K. Trevor Wilson, Joel Dommett, Mae Martin, Nish Kumar, Ellie Taylor, Urzila Carlson, Joel Creasey, Nazeem Hussain, Cal Wilson, Riaad Moosa, Tumi Morake, Loyiso Gola, Loyiso Madinga, Atul Khatri, Aditi Mittal, Amit Tandon, Franco Escamilla, Hugo El Cojo Feliz, Gaby Llanas, Enissa Amani, Ilka Bessin, Kaya Yanar, Thiago Ventura, Mhel Merrer, Afonso Padilha, Shirley Souagnon, Jason Brokerss, Tania Dutel, Donel Jack`sman, Ibraheem Alkhairallah, Rawsan Hallak, Adi Khalefa, Moayad Alnefaie, Louis-José Houde, François Bellefeuille, Katherine Levac, Adib Alkhalidey, Martijn Koning, Soundos El Ahmadi, Rayen Panday_;United States;_January 1, 2019_;2019;TV-MA;13 Seasons;_Stand-Up Comedy & Talk Shows, TV Comedies_;This global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what`s funny around the world.
