SEPARATOR:,
s2512,TV Show,GRANBLUE FANTASY the Animation,,_Yuki Ono, Nao Toyama, Rie Kugimiya, Miyuki Sawashiro, Hiroaki Hirata, Yukari Tamura, Kazuhiro Yamaji, Rie Tanaka, Emiri Kato, Tomokazu Sugita, Kanae Ito_,Japan,_July 15, 2019_,2017,TV-PG,1 Season,_Anime Series, International TV Shows_,_In a world where islands float in the sky, Gran encounters a mysterious girl wanted by the Erste Empire for her ability to summon Primal Beasts._
s2167,TV Show,FINAL FANTASY XIV Dad of Light,,_Yudai Chiba, Ren Osugi, Fumika Baba, Yoshihiko Hakamada, Hatsunori Hasegawa, Mako Ishino_,Japan,_September 1, 2017_,2017,TV-PG,1 Season,_International TV Shows, TV Dramas_,A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.
