SEPARATOR:,
s1175,TV Show,Calico Critters Mini Episodes Clover,,_Stephanie Sheh, Erika Harlacher, Julie Maddalena, Dorothy Fahn, Anne Yatco, Cherami Leigh, Doug Erholtz, Keith Silverstein_,,_March 1, 2020_,2020,TV-Y,1 Season,Kids` TV,_From throwing parties to planning fashion shows, the Hopscotch Rabbit Family is ready to leap into the daily adventures of their sweet town._
s1196,Movie,Can`t Help Falling in Love,Mae Czarina Cruz,_Kathryn Bernardo, Daniel Padilla, Matteo Guidicelli, Zanjoe Marudo, Cherry Pie Picache, Lotlot De Leon, Dennis Padilla, Lito Pimentel, Joross Gamboa, Janus del Prado_,Philippines,_February 27, 2019_,2017,TV-14,120 min,_Comedies, Dramas, International Movies_,_Gab is eager to tie the knot with her handsome boyfriend, but there`s a problem, and it`s a doozy: She`s already married to a total stranger._
