SEPARADOR:TABULATOR
s2217	Movie	Food on the Go	Mercedes Cordova		_Argentina, Italy_	_May 16, 2018_	2017	TV-MA	66 min	_Documentaries, International Movies_	_Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage._
